operation_id,candidate_id,scope_space_id,nearest_station,walk_minutes,station_access,airport_access,parking_spaces_on_site,large_vehicle_access,loading_access,booking_open_months,booking_close_days,consecutive_use,setup_teardown_policy,food_policy,merch_policy,network_policy,lodging_note,access_source_url,booking_source_url,operations_source_url,observed_at,verification_status,note
OP-059,CAND-037,saori-main,近鉄津新町駅,,"近鉄津新町駅からサオリーナ前バス停まで約8分。JR・近鉄津駅からサオリーナ前までは約25分",,1848,yes,"メインアリーナ・メッセ展示場は公式施設案内で車輌搬入可能とする。搬入口寸法、留置、養生、導線は未観測",36,,conditional,"全国・県規模、入場料徴収、国県市主催でメインアリーナ全体を使用する事業は36か月前の月初から。他は24・12・6か月前の別区分。準備・撤去・掃除と搬入出は予約時間内に完了",conditional,,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.info.city.tsu.mie.jp/shisetsu/sonotanoshisetsu/1004451.html,https://shisetsu.mizuno.jp/m-7138/guide,https://shisetsu.mizuno.jp/m-7138/guide,2026-08-02,verified,"施設予約には事前の総合受付ID登録が必要。一般予約は6か月先まで、使用日2週間以内の予約は窓口または電話（ID登録済み者）で受け付け。予約後2週間以内に現金で支払い。取消料は90〜61日前40%、60〜31日前50%、30日前〜当日100%。3棟同時予約、投擲、床養生、物販、催事回線は要確認"
OP-060,CAND-075,kitayell-main,札幌市営地下鉄東豊線 豊平公園駅,,"豊平公園駅下車後、地下連絡通路で直結。観覧・観戦者には駐車場を用意せず、公共交通機関利用を公式案内","新千歳空港からJR北海道で札幌駅、札幌市営地下鉄東豊線で豊平公園駅へ乗換後、地下連絡通路",180,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"利用時間は準備・撤去・清掃（原状回復）を含む。国際行事は利用年度の3年度前、全国行事は前々年度、全道行事は前年度、その他行事も前年度の公式受付期間がある",conditional,conditional,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.kitayell.jp/access/,https://www.kitayell.jp/use/howto/,https://www.kitayell.jp/use/howto/,2026-08-03,verified,"駐車場は第1 50台・第2 130台を施設概要に掲載する一方、アクセス案内は観覧・観戦者用の駐車場はなく指定車両のみ駐車可能とする。入場料を徴収する大会・イベントはメインアリーナのみ可能。飲食または営利目的の物品販売を主目的とする行事は承認しない。投擲、同時利用、催事回線は要確認"
OP-061,CAND-076,ys-arena-main,,,,,608,unknown,"資材搬入口1箇所は縦3.7m×横6m。大型車の乗入れ・留置・養生導線・床荷重は未観測",,8,unknown,"国際・全国競技会の貸切使用は使用日の18か月前から8日前まで、その他イベントは3か月前から8日前までに許可申請。イベント概要・図面は1か月前までに提出。アリーナ利用時は床養生が必要で費用は使用者負担",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.city.hachinohe.aomori.jp/shisetsuannai/bunka_sports/okunaiskatezyou/18796.html,https://www.city.hachinohe.aomori.jp/soshikikarasagasu/naganeokunaiskatejo/bunka_sports/2/14957.html,https://www.city.hachinohe.aomori.jp/soshikikarasagasu/naganeokunaiskatejo/bunka_sports/2/14957.html,2026-08-03,verified,"駐車場は普通車600台・車いす用8台に加え大型バス6台。アリーナ全面使用は3月中旬から6月中旬、8月から3月上旬はリンク内側フィールドと観客席のみ使用可能。予約の空き状況は事前確認が必要。投擲、物販、飲食、催事回線、同時利用は要確認"
OP-062,CAND-077,takaya-main,,,,,476,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",12,,unknown,"利用日の初日が属する月の1年前の1日（1月は2日）から予約受付。全国大会・興行等は期間外予約も受付可能。原則として利用予定日の2か月前までに本申込。準備・撤去の利用料区分と時間外の実質貸切扱いを公式規程に記載",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.city.morioka.iwate.jp/shisetsu/sports/gim/1006882.html,https://morioka-sport.or.jp/facility/arena/,https://morioka-sport.or.jp/wp/wp-content/uploads/2025/06/%E7%9B%9B%E5%B2%A1%E5%B8%82%E7%B7%8F%E5%90%88%E3%82%A2%E3%83%AA%E3%83%BC%E3%83%8A%E5%88%A9%E7%94%A8%E8%A6%8F%E7%A8%8B%EF%BC%88HP%E7%94%A8%EF%BC%89.pdf,2026-08-03,verified,"駐車場は476台（車いす用9台）だが、市公式は大きなイベント・大会時に駐車できない場合があるため公共交通利用を案内。盛岡駅からバスで総合アリーナ前へ約11分、タクシー約10分。大会・催事のキャンセル期限は利用予定日の2か月前。入場料徴収または営業宣伝目的の催しはアリーナ利用料が料金表の1.5倍。投擲、物販、飲食、催事回線、同時利用は要確認"
OP-063,CAND-024,bigwing-exhibition-all,,,,,1020,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",12,14,unknown,"使用開始日の1年前の午前8時30分から受付。空き状況確認後に利用確認書、使用許可申請書を提出。施設使用料は前納で、予約金20％を請求書発行から30日以内、残金を使用日の14日前までに納入。使用後は原状回復",unknown,unknown,unknown,"公式は利用時間24時間可能とするが、宿泊室数・団体料金・終演後交通は未観測",https://www.convention.or.jp/bigwing/riyou/index.html,https://www.convention.or.jp/bigwing/riyou/index.html,https://www.convention.or.jp/bigwing/riyou/index.html,2026-08-03,verified,"無料駐車場は普通車1,000台・大型車20台（ほか臨時約230台）で、候補比較欄には通常分1,020台を記録。全国大会・東北大会・大規模利用は別途問い合わせを公式案内。施設変更・取消は使用日の14日前まで。搬入、投擲、物販飲食、催事回線、全区画同時利用は要確認"
OP-064,CAND-078,seiren-main,,,,,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",2,7,unknown,"予約サービスは希望日の2か月前8時30分から7日前17時まで。利用日の7日前までに支払い、未払いは6日前に自動キャンセル。大会等の備品・ラインテープの取扱いは公式注意事項を確認",unknown,unknown,yes,"宿泊室数・団体料金・終演後交通は未観測",https://www.pref.fukui.lg.jp/doc/undoukouen/taiikukan.html,https://www.pref.fukui.lg.jp/doc/undoukouen/taiikukan.html,https://www.pref.fukui.lg.jp/doc/undoukouen/taiikukan.html,2026-08-03,verified,"メイン・サブアリーナ、多目的室、会議室、控室は予約制。利用日6日以内は窓口受付。電話予約は不可。無料Wi-Fiを公式掲載するが、催事用帯域・専有性・固定IP・冗長化は未観測。大会開催による利用制限がある場合がある。投擲、物販、飲食、同時利用は要確認"
OP-065,CAND-079,sundome-main,ハピラインふくい 鯖江駅,15,"鯖江駅から徒歩約15分。福井鉄道サンドーム西駅（上鯖江）からも徒歩約15分","小松空港から連絡バスとハピライン利用で約1時間20分",,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,unknown,"利用料金は県内・県外事業者、利用目的、入場料、準備・撤去で異なる。具体的な予約開始、利用可能日、設営撤去、連続利用は公式公開ページから未観測",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.manabi.pref.fukui.jp/manabi/shisetsu/22952.html,,https://sundome.sankan.jp/price-main-2/,2026-08-03,verified,"公式はイベントホール棟を展示会、見本市、コンベンション、コンサート、スポーツ競技に利用可能と案内。投擲、物販、飲食、催事回線、同時利用、駐車台数は要確認"
OP-066,CAND-080,sun-main,,,"公式アクセスページは施設所在地・営業時間を掲載するが、最寄駅からの所要時間は未観測",,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",12,20,conditional,"メインアリーナ全面は利用開始日の1年前から20日前まで申込受付、予約は3年前から3月前まで。利用計画書・会場レイアウト図は利用開始日の1月前まで提出。準備・撤去時間は施設利用料金の50％",conditional,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://sun-arena.or.jp/?page_id=46,https://sun-arena.or.jp/?page_id=267,https://sun-arena.or.jp/?page_id=462,2026-08-03,verified,"通常営業時間は9時から21時、時間外利用は要相談。施設利用許可書の交付で利用権が確定。有料で飲食物を調理・提供する場合は出店者ごとに保健所への提出が必要。物販、投擲、催事回線、同時利用、駐車台数は要確認"
OP-067,CAND-081,skyexpo-hall-a,中部国際空港駅,5,"中部国際空港セントレアから徒歩5分。名鉄名古屋駅から中部国際空港駅までミュースカイで最速28分","中部国際空港セントレアから徒歩5分",3447,conditional,"展示ホールAは搬出入口2箇所（各W8.9m×H5.0m）。B〜Fは公式の搬出入口寸法を施設案内に掲載。多目的利用地Aの①②は大型車対応スペース",18,,unknown,"利用照会後、利用許可申請書の受理日翌日から原則14日以内に可否連絡。利用料金は前納で、利用開始3か月前までに100%支払い。利用計画打合せ・付帯設備申込・催物開催届等が必要",conditional,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.aichiskyexpo.com/access/,https://www.aichiskyexpo.com/en/organizer-top-en/contact-foruse/,https://www.aichiskyexpo.com/organizer-top/useflow/,2026-08-03,verified,"主催者向け公式ページは駐車場3,447台を掲載。展示ホールは複数主催者による分割利用を原則不可。飲食行為は保健所への催物開催届が必要。投擲、物販、専有回線、同時利用、空き状況は要確認"
OP-068,CAND-082,kagawa-main,JR高松駅,4,"JR高松駅から徒歩約4分（300m）。ことでん高松築港駅・バスターミナルからも徒歩約4分","高松空港からJR高松駅行きリムジンバス約45分、降車後徒歩約4分。空港からタクシー約40分",100,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法は未観測。利用開始日の1か月前までに利用計画書、レイアウト図、工事図面、搬入出方法等を打合せで提出",18,,conditional,"メインアリーナ一般全面は利用月の18か月前の月初から先着順。分割は6か月前の月初から。準備又は撤去は施設利用料金の2分の1で、利用開始1か月前までに打合せが必要",conditional,conditional,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://kagawa-arena.com/access/,https://kagawa-arena.com/wp-content/uploads/2024/08/%E5%88%A9%E7%94%A8%E3%81%AE%E6%89%8B%E5%BC%95%E3%81%8D.pdf,https://kagawa-arena.com/wp-content/uploads/2024/08/%E5%88%A9%E7%94%A8%E3%81%AE%E6%89%8B%E5%BC%95%E3%81%8D.pdf,2026-08-04,verified,"メイン・サブ・武道施設のいずれかを全面利用し6時間を超える場合、100台の駐車場全部又は一部を専用利用可能。飲食は可能だが木製床面での食事は禁止。無断物販は禁止で、食品販売・臨時営業には保健所の申請等が必要。投擲、専有回線、同時利用、空き状況は要確認"
OP-069,CAND-083,happiness-arena,長崎駅,10,"JR長崎駅から徒歩約10分。長崎駅前から銭座町・長崎スタジアムシティバス停まで約5分、徒歩約3分","長崎空港からの詳細所要時間は公式アクセスページの図示を確認できるが、テキストとしての分単位所要時間は未観測",1100,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,unknown,"主催者向けの外部貸出料金、予約開始、支払・取消、設営撤去、連続利用の公式公開条件は未観測",unknown,unknown,conditional,"同一敷地のSTADIUM CITY HOTEL NAGASAKIは243室。団体料金・終演後交通は未観測",https://www.nagasakistadiumcity.com/access/,,https://www.nagasakistadiumcity.com/project_outline/,2026-08-04,verified,"駐車約1,100台は長崎スタジアムシティ全体の公式掲載値で、アリーナ専用台数として扱わない。イベント開催時は公共交通機関利用を公式が案内。投擲、飲食、物販、専有回線、同時利用、空き状況は要確認"
OP-070,CAND-084,ariake-main,有明テニスの森駅,8,"ゆりかもめ有明テニスの森駅・新豊洲駅から各徒歩約8分。りんかい線国際展示場駅・東雲駅から各徒歩約17分","空港からの公式分単位所要時間は未観測",,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",12,,conditional,"2027年7月から12月利用分は2026年7月1日から15日に受付した公式告知を確認。メインアリーナは予約金50%を請求日から1週間以内、残額を利用開始6か月前までに納入する案内がある。料金・取消条件のPDFは2022年5月現在で変更可能性を明記するため、現行性は要確認",unknown,conditional,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://ariake-arena.tokyo/access/,https://ariake-arena.tokyo/author/ariake_spc/,https://ariake-arena.tokyo/wp-content/themes/ariake-arena/assets/images/page/riyoannai_202206.pdf,2026-08-04,verified,"イベント来場者向け駐車場はないと公式FAQが明記し、サブアリーナ等利用者向け33台を案内。メインアリーナの主催者側関係者70台を基本料金に含むとの料金PDFもあるが、同PDFは2022年5月現在のため駐車台数へ採用しない。公開Wi-Fiは座席・コンコース等で利用可能だがベストエフォートで催事専有回線は要確認。物販はエリア制限があり事前問い合わせが必要"
OP-071,CAND-085,osakajo-main,大阪城公園駅,5,"JR大阪環状線大阪城公園駅から徒歩5分。大阪メトロ長堀鶴見緑地線大阪ビジネスパーク駅から徒歩5分","空港からの公式分単位所要時間は未観測",,unknown,"搬入出を含む作業・車両通行には、必要に応じて制服警備員配置が必要。大型車・搬入口・荷降ろし・養生の公開寸法は未観測",12,,unknown,"利用日の1年前から利用申込を受付。利用料金は請求書の指定期日までに振込。利用予定日の2週間前を目安に打合せ。搬入・搬出を含む損害賠償責任・保険加入は利用者側負担",conditional,conditional,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://www.osaka-johall.com/access/,https://www.osaka-johall.com/organizer/arena/,https://www.osaka-johall.com/organizer/arena/,2026-08-04,verified,"主催者等関係者用のみの駐車場があるが、来場者向け駐車場はないと公式掲載。アリーナ・スタンド内飲食は禁止でロビーで可。玄関エリアのパンフレット・グッズ販売は事前許可が必要。公式料金表にWi-Fi、光回線（西口常設2回線）、TV・インターネット中継の有料利用区分を掲載。投擲、同時利用、空き状況は要確認"
OP-072,CAND-086,yokohama-main,新横浜駅,4,"横浜市営地下鉄ブルーライン、相鉄新横浜線、東急新横浜線の新横浜駅出口7・8から徒歩4分。JR横浜線北口・東海道新幹線東口から徒歩5分","羽田空港・成田空港からの公式案内は図示を確認できるが、テキストとしての分単位所要時間は未観測",72,unknown,"大型エレベーター及びリフトによる重量物搬出入が可能。大型車・搬入口・荷降ろし・養生の公開寸法は未観測",12,,unknown,"利用予定日の1年前から申込受付。基本使用料50%を請求書に基づき支払い、残金は利用予定日の6か月前に請求。全額入金・利用申込承認書の発行で利用確定。付帯使用料は利用予定日の15日前までに支払い",unknown,unknown,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://www.yokohama-arena.co.jp/access/,https://www.yokohama-arena.co.jp/organizer/use/,https://www.yokohama-arena.co.jp/organizer/equipment/,2026-08-04,verified,"主催者向け施設概要は敷地内72台の駐車場を掲載する一方、来場者向けアクセスは駐車場・駐輪場の用意がないとして公共交通利用を案内するため、72台は来場者向け台数として扱わない。全館Wi-FiとLANコンセントを公式掲載するが、演出用光回線は主催者側で臨時工事を手配し事前承認が必要。投擲、飲食、物販、同時利用、空き状況は要確認"
OP-073,CAND-087,saitama-main,さいたま新都心駅,3,"JR京浜東北線・上野東京ライン（宇都宮線・高崎線）のさいたま新都心駅から徒歩3分。JR埼京線北与野駅から徒歩7分","空港からの公式案内は図示と外部交通リンクを確認できるが、テキストとしての分単位所要時間は未観測",35,conditional,"主催者用搬入口は車両乗入れ可能な8箇所、サイズは高さ2,500〜4,200mm×幅6,000〜7,850mm。車両乗入れ時は床養生が必要",13,,conditional,"利用予定日の13か月前から予約審査。利用許可後に基本料金50%の支払いを案内。基本施設料金は0時から24時の間の連続12時間を1単位とし、原状復帰時間を含む",unknown,unknown,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://www.saitama-arena.co.jp/access/train.html,https://www.saitama-arena.co.jp/business/outlook_of_use/pdf/terms.pdf,https://www.saitama-arena.co.jp/business/layout_sizes/well_supported_facilities/,2026-08-04,verified,"2026年1月中旬から2027年3月末まで改修休館のため、大規模イベント向けのスタジアム・メインアリーナ・コミュニティアリーナは利用不可。2027年4月以降は問い合わせ受付。主催者向け地下関係者駐車場35台を公式掲載するが、工事中の駐車場利用可否・一般駐車台数は要確認。メインアリーナとコミュニティアリーナの同時利用は公式掲載。投擲、飲食、物販、空き状況は要確認"
OP-074,CAND-088,kobe-world-main,市民広場駅,3,"ポートライナー市民広場駅が最寄りで、駅からホールまで徒歩約3分。三宮駅から市民広場駅まではポートライナーで約10分","神戸空港からポートライナー市民広場駅下車で約8分と公式施設概要に掲載。大阪（伊丹）国際空港約55分、関西国際空港約80分",,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",12,,conditional,"利用希望日の1年前から申込み受付。定例催事は3年以上の継続実績があれば3年先年末まで受付。使用許可後に一時金50%、残金50%を支払い、使用日2週間前までを目安に打合せ。取消は使用日の6か月前まで50%、以後100%",unknown,conditional,unknown,"公式主催者ページはホテル・会議場・展示場が徒歩5分圏内に隣接と案内するが、宿泊室数・団体料金は未観測",https://www.kobe-spokyo.jp/world-kobe/access_guide2,https://www.kobe-spokyo.jp/worldsp-kobe/riyou/moushikomi,https://www.kobe-spokyo.jp/worldsp-kobe/riyou/moushikomi,2026-08-04,verified,"公式料金ページは物品販売等の行為使用料を掲載し、録画・録音・中継や宣伝行為は申請が必要とする。物販はconditional、専有回線は未観測。投擲、同時利用、空き状況は要確認。2027年4月1日からホール使用料改定予定"
OP-075,CAND-089,hiroshima-main,県庁前駅,,"アストラムライン県庁前駅（西2出口＜基町クレド側＞）、路面電車紙屋町西駅、バス紙屋町又はバスセンターが公式案内の最寄り交通","空港からの分単位所要時間は未観測",,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"主催者向け専用利用は年間利用調整と先着順受付の手続を公式掲載。利用計画書は利用日の1か月前までに提出し、利用日までに料金を支払う。利用内容の事前打合せを案内",unknown,unknown,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://h-jigyoudan.or.jp/sports-center/center-facility/,https://h-jigyoudan.or.jp/sports-center/center-guide/use-reserve/,https://h-jigyoudan.or.jp/sports-center/center-guide/use-reserve/,2026-08-04,verified,"大アリーナのWi-Fiスポット設置は公式掲載するが、催事専有回線の条件は未観測。投擲、飲食、物販、同時利用、空き状況は要確認"
OP-076,CAND-090,xebio-main,長町駅,5,"JR長町駅・地下鉄南北線長町駅から徒歩5分と公式案内。仙台駅からの公共交通案内を掲載","仙台空港からの公式案内は図示を確認できるが、テキストとしての分単位所要時間は未観測",0,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",24,,conditional,"現行主催者向け申込フローは利用月24か月前の1日から受付。申込受理で日程確保、基本料金30%を申込受理から3か月以内、残り70%を利用日の6か月前までに支払い、全額入金後に利用許可証で予約確定。利用月1か月前までに利用詳細を確認",conditional,conditional,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://www.xebioarena.com/access/,https://www.xebioarena.com/wp-content/uploads/2025/06/%E3%80%90%E6%9C%80%E7%B5%82%E7%89%88%E3%80%91%E7%94%B3%E8%BE%BC%E6%89%8B%E7%B6%9A%E3%81%8D%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,https://www.xebioarena.com/ice-link/term/,2026-08-04,verified,"公式アクセスは駐車場なしと明記。利用規程では物販・飲食提供は手数料負担のうえ利用開始日1か月前までの相談を案内し、撮影・中継・収録は事前届出・承認が必要。外線電話は臨時回線を別途用意する案内で、専有回線の性能・条件は未観測。投擲、同時利用、空き状況は要確認"
OP-077,CAND-091,okinawa-main,,,"公共交通の路線・所要時間は公式アクセスページの図示を確認できるが、テキストとしての最寄駅・徒歩分数は未観測","那覇空港は会場20km圏内と公式掲載するが、分単位所要時間は未観測",,conditional,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,unknown,"沖縄市の施設案内は基本利用時間を10時から22時までの12時間とし、時間外利用は書面の事前申請・承認が必要とする。主催者向けの予約開始、支払、取消条件は未観測",unknown,unknown,unknown,"公式アクセスは西海岸リゾートエリアの主要ホテルを列挙するが、宿泊室数・団体料金・終演後交通は未観測",https://okinawa-arena.jp/access,https://www.city.okinawa.okinawa.jp/k009/shiseijouhou/gaiyou/shisetsu/shisetsuannai/sportsshisetsu/1093.html,https://okinawa-arena.jp/organizer,2026-08-04,verified,"公式アクセスはシャトルバス運行がイベントごとに異なると案内し、道路混雑・土日祝のバス運行本数にも注意を促す。主催者向け公式サイトは搬入・駐車場設備案内への入口を掲載するが、この波では詳細数値を未確認。投擲、飲食、物販、同時利用、空き状況は要確認"
OP-078,CAND-092,lala-main,南船橋駅,6,"JR京葉線・武蔵野線の南船橋駅から徒歩6分。京成本線の船橋競馬場駅から徒歩16分と公式案内","羽田空港・成田空港からの経路は公式アクセスページで図示するが、テキストとしての分単位所要時間は未観測",0,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"公式料金表は基本利用時間を8:00から23:00内の連続する12時間とし、準備・撤去・一般来場者および関係者の退館までを含む。主催者向けの予約開始、支払、取消条件は未観測",unknown,conditional,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://lalaarenatokyo-bay.com/access/,https://lalaarenatokyo-bay.com/organizer/,https://lalaarenatokyo-bay.com/wp-content/uploads/2025/07/ea0b47857713c6e7173afd3ab81358c9.pdf,2026-08-04,verified,"公式アクセスは会場に駐車場・駐輪場がないと明記。公式料金表はサブアリーナの物販等利用を条件付きで掲載するが、メインアリーナの物販・飲食・専有回線、投擲、同時利用、空き状況は要確認"
OP-079,CAND-093,ig-main,名城公園駅,0,"名古屋市営地下鉄名城線の名城公園駅より徒歩約0分。浄心駅から徒歩約18分と公式案内","中部国際空港セントレアから名古屋鉄道で約30分、名古屋駅から最寄り駅まで地下鉄で約15分と公式案内",0,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",12,,conditional,"興行利用のメイン・サブアリーナは原則利用予定日の1年前から申込受付。興行利用は直接問合せで、基本料金は利用許可申請書提出から30日以内に30%、利用開始180日前までに30%、90日前までに40%を支払う。キャンセル料は支払後から180日前の前日まで30%、180日前から90日前の前日まで60%、90日前以降100%",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.ig-arena.jp/access/,https://www.ig-arena.jp/eventuse/005/,https://www.ig-arena.jp/uploads/2026/03/riyouannai_260301.pdf,2026-08-04,verified,"公式FAQは一般来場者向け駐車場なしと明記し、障害者等用駐車場は公演により主催者確認とする。サブアリーナの関係者駐車場は要相談。投擲、飲食・物販の主催者条件、専有回線、同時利用、空き状況は要確認"
OP-080,CAND-094,pia-main,みなとみらい駅,7,"みなとみらい線のみなとみらい駅1番出口から徒歩7分。新高島駅2番出口から徒歩8分、JR桜木町駅東口（北改札）から徒歩7分と公式案内","空港からの公式分単位所要時間は未観測",0,conditional,"首都高速側裏通りから進入出し、アリーナ面直結・エンドステージ真後ろに屋内荷捌きスペース（天井高5.8m、ウィング跳ね上げ可能）と公式掲載",,,conditional,"公式料金表は基本利用時間を8:00から23:00内の連続12時間とし、準備・撤去・全関係者の入退館を含む。早朝深夜延長は入替等により断られる場合がある。主催者向け予約開始、支払、取消条件は未観測",conditional,unknown,conditional,"みなとみらい地区の宿泊室数・団体料金・終演後交通は未観測",https://pia-arena-mm.jp/access/,https://pia-arena-mm.jp/facility/index.html,https://pia-arena-mm.jp/assets/images/facility/facility_summary.pdf,2026-08-04,verified,"公式アクセスは会場に駐車場・駐輪場なしと明記する一方、公式会場紹介は主催者等関係者用駐車場を掲載するため、一般来場者の台数は0、関係者用はconditionalで記録。公式施設資料は放送中継端子盤と館内カメラ設置可能14か所を掲載するが、専有回線性能・主催者物販・投擲・同時利用・空き状況は要確認"
OP-081,CAND-095,toyota-main,青海駅,4,"ゆりかもめ青海駅から徒歩4分。りんかい線東京テレポート駅から徒歩5分と公式案内","羽田空港から電車で約40分、成田空港から電車で約100分と公式案内",0,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,unknown,"主催者向け公式ページは施設利用の問い合わせ導線を公開するが、予約開始、支払、取消、準備・撤去の現行条件は未観測",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.toyota-arena-tokyo.jp/access/,https://www.toyota-arena-tokyo.jp/organizer/,https://www.toyota-arena-tokyo.jp/organizer/,2026-08-04,verified,"公式アクセスは一般来場者用駐車場なしと明記。主催者向けダウンロード資料はパスワード制のため、料金、搬入、ネットワーク、飲食・物販、投擲、同時利用、空き状況は要確認"
OP-082,CAND-097,buntai-main,伊勢佐木長者町駅,4,"横浜市営地下鉄伊勢佐木長者町駅から徒歩4分。JR京浜東北・根岸線関内駅南口から徒歩6分、横浜市営地下鉄関内駅から徒歩8分と公式案内","空港からの公式分単位所要時間は未観測",,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",36,,conditional,"国際大会・全国大会・スポーツリーグ・興行等の専有利用は3年前から優先受付、その他アリーナ利用は1年前から受付。主催者は設営から撤去までの安全確保が必要。予約金50%を請求書発行後1か月以内、残金を利用開始6か月前までに入金と公式資料に掲載",conditional,conditional,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://yokohama-buntai.jp/,https://yokohama-buntai.jp/organizer/,https://yokohama-buntai.jp/wp-includes/file/pdf/%E6%A8%AA%E6%B5%9CBUNTAI%E5%88%A9%E7%94%A8%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E3%81%94%E6%A1%88%E5%86%85_2024%E5%B9%B410%E6%9C%88_20241001.pdf,2026-08-04,verified,"公式資料は占有ネットワーク回線（1Gbps〜）を利用者負担と掲載。アリーナ利用時は一般駐車場利用不可、利用者駐車は会場利用料に含むとするが台数は未観測。利用申請日から利用開始6か月前までの取消料50%、以降100%を掲載。投擲、空き状況、主催者物販の可否は要確認"
OP-083,CAND-098,keio-main,飛田給駅,5,"京王線飛田給駅から徒歩5分。西武多摩川線多磨駅から徒歩20分と公式案内","空港からの公式分単位所要時間は未観測",134,conditional,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,unknown,"国際的・全国的・全都的なスポーツ大会やイベントは優先利用申込みが可能で、利用日の前々年度1〜2月に申込、前年度7月末までに仮承認の案内がある。一般イベントの予約・支払・取消は未観測",conditional,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://keio-arena.tokyo/information/welcome.php,https://keio-arena.tokyo/information/page02.php,https://www.keio.co.jp/news/update/news_release/news_release2025/pdf/nr20250425_keioarenatokyo.pdf,2026-08-04,verified,"公式リリースは駐車場134台と掲載する一方、イベント時には駐車場を利用できない場合があり公共交通を案内。障害者用8台・思いやり区画4台は予約不可。飲食は観客席のみ可、アリーナ面の客席は不可。投擲、物販、専有回線、同時利用、空き状況は要確認"
OP-084,CAND-103,shimazu-main,円町駅,8,"JR円町駅から北へ600m、徒歩約8分と京都府公式施設ナビが案内","空港からの公式分単位所要時間は未観測",,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",2,,unknown,"京都府公式施設ナビは、利用日2か月前の月に抽選受付し、利用時間には準備・清掃・後片付けを含むと掲載。キャンセル・取消は受け付けず当選時点で使用料が発生すると掲載",conditional,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://info-shisetsu.pref.kyoto.lg.jp/facility/facility-000330/,https://info-shisetsu.pref.kyoto.lg.jp/facility/facility-000330/,https://info-shisetsu.pref.kyoto.lg.jp/facility/facility-000330/,2026-08-04,verified,"公式案内は第1競技場を3分割し複数団体が利用できるとするが、イベント専有時の同時利用条件は未観測。飲食は競技場外のみ可。現行料金、投擲、物販、専有回線、空き状況は要確認"
